年份,縣市,鄉鎮市區,里別,實體獨立門牌數,實體街區真實消費產值(百萬元),台電低壓營業用電量指數,電信人潮與停留時長指數,店面空置與業態降級率(%),地表真實街景狀態,存續營利事業累積家數,該年新設家數,開立發票店家數,登記資本總額(元),登記資本總額(萬元),平均資本額(元),申報體系推估銷售額(千元)
2018,花蓮縣,花蓮市,主權里,211,451.4,120.2,69.5,9.6,主權里常民生活與社區商業,228,8,121,370049999,37005.0,1623026,2408504.0
2018,花蓮縣,花蓮市,主睦里,84,154.5,109.6,56.8,7.6,主睦里常民生活與社區商業,89,5,36,150640000,15064.0,1692584,800251.2
2018,花蓮縣,花蓮市,主義里,29,54.5,105.0,51.3,6.8,主義里常民生活與社區商業,31,2,13,9766000,976.6,315032,281081.3
2018,花蓮縣,花蓮市,主計里,64,121.0,107.9,54.8,7.2,主計里常民生活與社區商業,75,3,29,183733000,18373.3,2449773,662198.6
2018,花蓮縣,花蓮市,主農里,137,289.9,114.0,62.1,7.6,主農里常民生活與社區商業,146,10,77,208829900,20883.0,1430341,1534006.4
2018,花蓮縣,花蓮市,國光里,82,160.9,109.4,56.6,7.2,國光里常民生活與社區商業,87,4,40,77430000,7743.0,890000,836794.4
2018,花蓮縣,花蓮市,國威里,168,908.0,131.0,101.0,16.0,店家提早至 8 點打烊，大禹街服飾受電商衝擊首現招租潮,177,14,86,492813000,49281.3,2784254,1787025.0
2018,花蓮縣,花蓮市,國安里,90,201.7,110.1,57.4,7.6,國安里常民生活與社區商業,104,6,56,225995000,22599.5,2173028,1113279.6
2018,花蓮縣,花蓮市,國富里,288,588.9,126.6,77.2,8.0,國富里常民生活與社區商業,311,16,152,382954900,38295.5,1231366,3112436.4
2018,花蓮縣,花蓮市,國強里,63,153.2,107.8,54.7,7.6,國強里常民生活與社區商業,68,4,45,195614000,19561.4,2876676,836549.1
2018,花蓮縣,花蓮市,國慶里,96,230.2,110.6,58.0,7.2,國慶里常民生活與社區商業,103,8,67,2569821745,256982.2,24949725,1434485.7
2018,花蓮縣,花蓮市,國治里,108,216.7,111.6,59.2,8.4,國治里常民生活與社區商業,120,5,55,99705400,9970.5,830878,1151476.4
2018,花蓮縣,花蓮市,國盛里,167,380.6,116.5,65.1,11.2,國盛里常民生活與社區商業,191,16,107,451451000,45145.1,2363617,2099416.1
2018,花蓮縣,花蓮市,國福里,32,71.9,105.3,51.6,7.2,國福里常民生活與社區商業,33,0,20,23610000,2361.0,715454,377288.8
2018,花蓮縣,花蓮市,國聯里,301,736.0,127.7,78.5,10.4,國聯里常民生活與社區商業,358,22,217,2210500840,221050.1,6174583,4249740.1
2018,花蓮縣,花蓮市,國興里,143,283.1,114.5,62.7,7.6,國興里常民生活與社區商業,149,10,71,240158800,24015.9,1611804,1472912.7
2018,花蓮縣,花蓮市,國華里,106,196.1,111.4,59.0,7.2,國華里常民生活與社區商業,109,10,46,181169606,18117.0,1662106,1003693.6
2018,花蓮縣,花蓮市,國裕里,250,617.1,123.4,73.4,8.4,國裕里常民生活與社區商業,289,19,183,1473297189,147329.7,5097914,3503563.8
2018,花蓮縣,花蓮市,國防里,38,83.8,105.8,52.2,6.8,國防里常民生活與社區商業,43,0,23,98791000,9879.1,2297465,458803.3
2018,花蓮縣,花蓮市,國風里,164,357.0,116.3,64.8,8.0,國風里常民生活與社區商業,185,10,97,292357800,29235.8,1580312,1938888.6
2018,花蓮縣,花蓮市,國魂里,121,260.2,112.7,60.5,8.0,國魂里常民生活與社區商業,130,5,70,886370300,88637.0,6818233,1439909.6
2018,花蓮縣,花蓮市,民主里,383,1308.4,122.0,110.0,6.5,民主里常民生活與社區商業,393,7,22,153706000,15370.6,391109,1780696.5
2018,花蓮縣,花蓮市,民享里,91,217.1,110.2,57.5,8.4,民享里常民生活與社區商業,96,5,63,217079000,21707.9,2261239,1169666.3
2018,花蓮縣,花蓮市,民勤里,99,201.9,110.8,58.3,7.6,民勤里常民生活與社區商業,107,6,52,225291001,22529.1,2105523,1074623.3
2018,花蓮縣,花蓮市,民孝里,95,233.4,110.5,57.9,7.2,民孝里常民生活與社區商業,149,4,69,639019499,63901.9,4288721,1479821.6
2018,花蓮縣,花蓮市,民德里,57,133.0,107.3,54.1,7.6,民德里常民生活與社區商業,62,4,38,193345726,19334.6,3118479,726067.7
2018,花蓮縣,花蓮市,民心里,158,494.4,115.8,64.2,7.2,民心里常民生活與社區商業,181,4,166,2547168200,254716.8,14072752,2966573.5
2018,花蓮縣,花蓮市,民意里,57,124.7,107.3,54.1,6.8,民意里常民生活與社區商業,60,2,34,329467000,32946.7,5491116,679357.4
2018,花蓮縣,花蓮市,民政里,95,208.5,110.5,57.9,6.8,民政里常民生活與社區商業,108,8,57,290657848,29065.8,2691276,1146152.6
2018,花蓮縣,花蓮市,民族里,87,1230.0,240.0,230.0,3.0,全台夜市券冠軍，年湧入逾 400 萬人次，晚間人潮極度飽和,92,6,39,525919350,52591.9,5716514,879173.5
2018,花蓮縣,花蓮市,民有里,10,20.0,103.4,49.4,6.8,民有里常民生活與社區商業,10,0,3,1375000,137.5,137500,75610.0
2018,花蓮縣,花蓮市,民樂里,14,29.9,103.8,49.8,6.8,民樂里常民生活與社區商業,14,1,8,33097000,3309.7,2364071,155847.8
2018,花蓮縣,花蓮市,民權里,16,33.9,103.9,50.0,6.8,民權里常民生活與社區商業,16,2,9,27704000,2770.4,1731500,175516.3
2018,花蓮縣,花蓮市,民治里,2,20.0,102.8,48.6,6.8,民治里常民生活與社區商業,2,0,0,70000,7.0,35000,7605.6
2018,花蓮縣,花蓮市,民生里,211,1244.3,122.0,110.0,6.5,民生里常民生活與社區商業,230,3,86,370837000,37083.7,1612334,1978667.0
2018,花蓮縣,花蓮市,民立里,44,122.7,106.3,52.8,7.2,民立里常民生活與社區商業,57,1,39,677215140,67721.5,11880967,758277.2
2018,花蓮縣,花蓮市,民運里,126,223.4,113.1,61.0,8.0,民運里常民生活與社區商業,137,6,50,373207000,37320.7,2724138,1175456.6
2019,花蓮縣,花蓮市,主信里,63,139.4,109.0,55.5,7.3,主信里常民生活與社區商業,71,3,37,134080000,13408.0,1888450,743026.4
2019,花蓮縣,花蓮市,主力里,207,1214.2,124.0,89.0,19.0,店家提早至 8 點打烊，大禹街服飾受電商衝擊首現招租潮,216,9,125,434727000,43472.7,2012625,2418078.2
2019,花蓮縣,花蓮市,主勤里,92,184.5,111.5,58.4,7.7,主勤里常民生活與社區商業,96,4,45,84289000,8428.9,878010,934043.1
2019,花蓮縣,花蓮市,主和里,129,281.8,114.5,62.1,7.3,主和里常民生活與社區商業,140,4,74,230739500,23074.0,1648139,1475459.2
2019,花蓮縣,花蓮市,主商里,103,472.2,124.0,89.0,19.0,店家提早至 8 點打烊，大禹街服飾受電商衝擊首現招租潮,108,4,49,1116025000,111602.5,10333564,1112182.0
2019,花蓮縣,花蓮市,主學里,109,215.8,112.9,60.1,10.1,主學里常民生活與社區商業,120,5,52,173937000,17393.7,1449475,1119915.0
2019,花蓮縣,花蓮市,主安里,99,206.1,112.0,59.1,8.9,主安里常民生活與社區商業,111,4,52,271439000,27143.9,2445396,1093515.1
2019,花蓮縣,花蓮市,主工里,91,421.2,124.0,89.0,19.0,店家提早至 8 點打烊，大禹街服飾受電商衝擊首現招租潮,98,4,46,246618000,24661.8,2516510,967129.4
2019,花蓮縣,花蓮市,主權里,230,502.6,123.0,72.2,9.7,主權里常民生活與社區商業,252,24,132,374360999,37436.1,1485559,2637548.9
2019,花蓮縣,花蓮市,主睦里,86,168.1,111.0,57.8,7.7,主睦里常民生活與社區商業,94,5,40,152328000,15232.8,1620510,869386.2
2019,花蓮縣,花蓮市,主義里,30,58.7,106.3,52.2,6.9,主義里常民生活與社區商業,33,2,14,10166000,1016.6,308060,301213.3
2019,花蓮縣,花蓮市,主計里,67,130.6,109.4,55.9,7.3,主計里常民生活與社區商業,79,4,31,184264000,18426.4,2332455,702441.1
2019,花蓮縣,花蓮市,主農里,148,317.2,116.1,64.0,7.7,主農里常民生活與社區商業,161,15,82,217017900,21701.8,1347937,1654161.4
2019,花蓮縣,花蓮市,國光里,85,171.4,110.9,57.7,7.3,國光里常民生活與社區商業,90,3,42,77810000,7781.0,864555,873224.8
2019,花蓮縣,花蓮市,國威里,174,913.5,124.0,89.0,19.0,店家提早至 8 點打烊，大禹街服飾受電商衝擊首現招租潮,184,7,90,494689000,49468.9,2688527,1863775.1
2019,花蓮縣,花蓮市,國安里,95,217.1,111.7,58.7,7.7,國安里常民生活與社區商業,110,6,59,226953000,22695.3,2063209,1173656.2
2019,花蓮縣,花蓮市,國富里,301,630.7,128.9,79.3,8.1,國富里常民生活與社區商業,325,14,160,406169900,40617.0,1249753,3267493.6
2019,花蓮縣,花蓮市,國強里,64,159.5,109.1,55.6,7.7,國強里常民生活與社區商業,69,1,46,195664000,19566.4,2835710,852853.1
2019,花蓮縣,花蓮市,國慶里,101,244.0,112.2,59.3,7.3,國慶里常民生活與社區商業,109,6,69,2578944645,257894.5,23660042,1483015.6
2019,花蓮縣,花蓮市,國治里,117,240.5,113.5,60.9,8.5,國治里常民生活與社區商業,132,12,60,100556400,10055.6,761790,1259644.5
2019,花蓮縣,花蓮市,國盛里,180,418.1,118.8,67.2,11.3,國盛里常民生活與社區商業,206,15,115,485225120,48522.5,2355461,2259118.0
2019,花蓮縣,花蓮市,國福里,32,75.5,106.5,52.4,7.3,國福里常民生活與社區商業,35,2,21,28310000,2831.0,808857,397764.8
2019,花蓮縣,花蓮市,國聯里,319,796.4,130.4,81.1,10.5,國聯里常民生活與社區商業,384,26,230,2236560840,223656.1,5824377,4513124.9
2019,花蓮縣,花蓮市,國興里,157,328.0,116.9,64.9,7.7,國興里常民生活與社區商業,165,16,83,245338800,24533.9,1486901,1684127.1
2019,花蓮縣,花蓮市,國華里,113,211.2,113.2,60.5,7.3,國華里常民生活與社區商業,117,8,48,182055606,18205.6,1556030,1059164.4
2019,花蓮縣,花蓮市,國裕里,266,666.6,126.0,75.8,8.5,國裕里常民生活與社區商業,308,19,193,1506380077,150638.0,4890844,3703410.4
2019,花蓮縣,花蓮市,國防里,40,89.6,107.1,53.2,6.9,國防里常民生活與社區商業,45,2,24,101801000,10180.1,2262244,479144.1
2019,花蓮縣,花蓮市,國風里,173,381.6,118.2,66.5,8.1,國風里常民生活與社區商業,195,10,101,308925800,30892.6,1584234,2028214.1
2019,花蓮縣,花蓮市,國魂里,128,278.7,114.5,62.0,8.1,國魂里常民生活與社區商業,138,8,73,887298600,88729.9,6429700,1507883.9
2019,花蓮縣,花蓮市,民主里,389,1353.9,126.0,115.0,6.5,民主里常民生活與社區商業,400,7,24,169022000,16902.2,422555,1833521.8
2019,花蓮縣,花蓮市,民享里,98,230.6,112.0,59.0,8.5,民享里常民生活與社區商業,103,7,64,219522000,21952.2,2131281,1208961.8
2019,花蓮縣,花蓮市,民勤里,109,232.8,112.9,60.1,7.7,民勤里常民生活與社區商業,117,10,60,235499001,23549.9,2012811,1213439.9
2019,花蓮縣,花蓮市,民孝里,102,257.7,112.3,59.4,7.3,民孝里常民生活與社區商業,157,8,75,640952499,64095.2,4082499,1585376.2
2019,花蓮縣,花蓮市,民德里,61,146.0,108.9,55.3,7.7,民德里常民生活與社區商業,66,4,41,231195726,23119.6,3502965,781795.7
2019,花蓮縣,花蓮市,民心里,158,504.7,117.0,65.0,7.3,民心里常民生活與社區商業,181,0,166,2547168200,254716.8,14072752,2966573.5
2019,花蓮縣,花蓮市,民意里,58,130.4,108.6,55.0,6.9,民意里常民生活與社區商業,62,2,35,329970000,32997.0,5322096,699497.6
2019,花蓮縣,花蓮市,民政里,101,233.5,112.2,59.3,6.9,民政里常民生活與社區商業,118,10,64,364252848,36425.3,3086888,1277540.2
2019,花蓮縣,花蓮市,民族里,93,1370.0,255.0,255.0,3.0,全台夜市券冠軍，年湧入逾 400 萬人次，晚間人潮極度飽和,98,6,44,545707350,54570.7,5568442,966056.6
2019,花蓮縣,花蓮市,民有里,10,20.0,104.6,50.2,6.9,民有里常民生活與社區商業,10,0,3,1375000,137.5,137500,75610.0
2019,花蓮縣,花蓮市,民樂里,17,35.5,105.2,50.9,6.9,民樂里常民生活與社區商業,17,3,9,33797000,3379.7,1988058,179803.8
2019,花蓮縣,花蓮市,民權里,16,34.6,105.1,50.8,6.9,民權里常民生活與社區商業,16,0,9,27704000,2770.4,1731500,175516.3
2019,花蓮縣,花蓮市,民治里,2,20.0,104.0,49.4,6.9,民治里常民生活與社區商業,2,0,0,70000,7.0,35000,7605.6
2019,花蓮縣,花蓮市,民生里,220,1295.8,126.0,115.0,6.5,民生里常民生活與社區商業,240,10,88,376648000,37664.8,1569366,2042131.8
2019,花蓮縣,花蓮市,民立里,46,131.4,107.6,53.8,7.3,民立里常民生活與社區商業,61,4,41,685563140,68556.3,11238740,799145.1
2019,花蓮縣,花蓮市,民運里,135,247.4,115.0,62.7,8.1,民運里常民生活與社區商業,146,9,55,410894000,41089.4,2814342,1275171.5
2020,花蓮縣,花蓮市,主信里,68,153.7,110.7,56.8,7.4,主信里常民生活與社區商業,77,6,40,204763000,20476.3,2659259,808981.0
2020,花蓮縣,花蓮市,主力里,218,929.9,105.0,70.0,20.0,老牌名店相繼熄燈/遷址，一樓店面陸續轉為夾娃娃機與特賣會,228,12,128,440392000,44039.2,1931543,2501631.4
2020,花蓮縣,花蓮市,主勤里,94,192.4,112.8,59.4,7.8,主勤里常民生活與社區商業,99,3,46,84794000,8479.4,856505,957983.5
2020,花蓮縣,花蓮市,主和里,134,296.8,116.2,63.4,7.4,主和里常民生活與社區商業,145,5,76,231059500,23106.0,1593513,1519484.8
2020,花蓮縣,花蓮市,主商里,111,419.7,105.0,70.0,20.0,老牌名店相繼熄燈/遷址，一樓店面陸續轉為夾娃娃機與特賣會,120,12,52,1118434000,111843.4,9320283,1195474.7
2020,花蓮縣,花蓮市,主學里,115,228.3,114.6,61.5,10.2,主學里常民生活與社區商業,127,7,53,174607000,17460.7,1374858,1159068.6
2020,花蓮縣,花蓮市,主安里,104,223.9,113.7,60.4,9.0,主安里常民生活與社區商業,116,5,56,278237000,27823.7,2398594,1163059.0
2020,花蓮縣,花蓮市,主工里,99,389.1,105.0,70.0,20.0,老牌名店相繼熄燈/遷址，一樓店面陸續轉為夾娃娃機與特賣會,107,9,50,248866000,24886.6,2325850,1051509.3
2020,花蓮縣,花蓮市,主權里,242,542.0,125.2,74.2,9.8,主權里常民生活與社區商業,274,22,140,409313999,40931.4,1493846,2823945.1
2020,花蓮縣,花蓮市,主睦里,88,173.5,112.3,58.8,7.8,主睦里常民生活與社區商業,96,2,40,152381000,15238.1,1587302,876990.5
2020,花蓮縣,花蓮市,主義里,32,66.2,107.7,53.2,7.0,主義里常民生活與社區商業,37,4,16,10621000,1062.1,287054,341449.7
2020,花蓮縣,花蓮市,主計里,69,139.6,110.8,56.9,7.4,主計里常民生活與社區商業,84,5,33,186616000,18661.6,2221619,746629.3
2020,花蓮縣,花蓮市,主農里,156,346.7,118.0,65.6,7.8,主農里常民生活與社區商業,171,10,89,253532900,25353.3,1482648,1782582.6
2020,花蓮縣,花蓮市,國光里,88,182.2,112.3,58.8,7.4,國光里常民生活與社區商業,93,3,44,78830000,7883.0,847634,909706.4
2020,花蓮縣,花蓮市,國威里,188,755.5,105.0,70.0,20.0,老牌名店相繼熄燈/遷址，一樓店面陸續轉為夾娃娃機與特賣會,201,17,99,500879000,50087.9,2491935,2041370.3
2020,花蓮縣,花蓮市,國安里,100,237.2,113.3,60.0,7.8,國安里常民生活與社區商業,116,6,64,236051000,23605.1,2034922,1259684.1
2020,花蓮縣,花蓮市,國富里,312,663.1,131.0,81.2,8.2,國富里常民生活與社區商業,338,13,164,409423900,40942.4,1211313,3367153.9
2020,花蓮縣,花蓮市,國強里,68,177.5,110.7,56.8,7.8,國強里常民生活與社區商業,75,6,51,198664000,19866.4,2648853,938393.1
2020,花蓮縣,花蓮市,國慶里,112,268.6,114.3,61.2,7.4,國慶里常民生活與社區商業,120,11,73,2583755645,258375.6,21531297,1575200.5
2020,花蓮縣,花蓮市,國治里,124,256.7,115.3,62.4,8.6,國治里常民生活與社區商業,141,9,62,116617400,11661.7,827073,1320129.4
2020,花蓮縣,花蓮市,國盛里,199,464.8,121.6,69.9,11.4,國盛里常民生活與社區商業,227,21,124,495067120,49506.7,2180912,2452205.4
2020,花蓮縣,花蓮市,國福里,34,81.2,107.8,53.4,7.4,國福里常民生活與社區商業,37,2,22,28515000,2851.5,770675,417881.2
2020,花蓮縣,花蓮市,國聯里,333,858.9,132.8,83.3,10.6,國聯里常民生活與社區商業,407,23,245,2241111840,224111.2,5506417,4788388.9
2020,花蓮縣,花蓮市,國興里,179,386.7,119.9,67.9,7.8,國興里常民生活與社區商業,190,25,97,256976800,25697.7,1352509,1955058.1
2020,花蓮縣,花蓮市,國華里,120,233.3,115.0,62.0,7.4,國華里常民生活與社區商業,126,9,53,185885606,18588.6,1475282,1156170.8
2020,花蓮縣,花蓮市,國裕里,282,715.5,128.5,78.2,8.6,國裕里常民生活與社區商業,328,20,202,1512776077,151277.6,4612122,3892422.1
2020,花蓮縣,花蓮市,國防里,45,100.7,108.8,54.5,7.0,國防里常民生活與社區商業,52,7,26,106712000,10671.2,2052153,531137.0
2020,花蓮縣,花蓮市,國風里,189,424.7,120.8,68.9,8.2,國風里常民生活與社區商業,214,19,110,322369320,32236.9,1506398,2213989.5
2020,花蓮縣,花蓮市,國魂里,133,304.5,116.1,63.3,8.2,國魂里常民生活與社區商業,148,10,80,929996600,92999.7,6283760,1636799.7
2020,花蓮縣,花蓮市,民主里,396,1392.8,130.0,120.0,6.5,民主里常民生活與社區商業,409,9,24,170341000,17034.1,416481,1867827.3
2020,花蓮縣,花蓮市,民享里,105,253.0,113.8,60.5,8.6,民享里常民生活與社區商業,111,8,69,259226000,25922.6,2335369,1305038.1
2020,花蓮縣,花蓮市,民勤里,114,248.9,114.5,61.4,7.8,民勤里常民生活與社區商業,124,7,63,245657001,24565.7,1981104,1278352.6
2020,花蓮縣,花蓮市,民孝里,107,272.2,113.9,60.7,7.4,民孝里常民生活與社區商業,163,6,77,641573499,64157.3,3936033,1633225.9
2020,花蓮縣,花蓮市,民德里,65,157.2,110.4,56.5,7.8,民德里常民生活與社區商業,70,4,43,232695726,23269.6,3324224,822115.7
2020,花蓮縣,花蓮市,民心里,159,518.1,118.2,65.9,7.4,民心里常民生活與社區商業,183,2,167,2576368200,257636.8,14078514,2989009.5
2020,花蓮縣,花蓮市,民意里,60,137.2,110.0,56.0,7.0,民意里常民生活與社區商業,64,2,36,335170000,33517.0,5237031,720013.6
2020,花蓮縣,花蓮市,民政里,115,271.5,114.6,61.5,7.0,民政里常民生活與社區商業,135,17,73,391895848,39189.6,2902932,1456851.7
2020,花蓮縣,花蓮市,民族里,98,980.0,175.0,155.0,5.0,持續主導花蓮夜經濟，五星市集與電子支付普及,103,5,49,553027350,55302.7,5369197,1048142.2
2020,花蓮縣,花蓮市,民有里,14,22.5,106.2,51.4,7.0,民有里常民生活與社區商業,14,4,4,2020000,202.0,144285,103361.6
2020,花蓮縣,花蓮市,民樂里,20,47.9,106.7,52.0,7.0,民樂里常民生活與社區商業,21,4,13,39597000,3959.7,1885571,245467.8
2020,花蓮縣,花蓮市,民權里,19,42.6,106.6,51.9,7.0,民權里常民生活與社區商業,19,3,11,28124000,2812.4,1480210,211949.9
2020,花蓮縣,花蓮市,民治里,2,20.0,105.2,50.2,7.0,民治里常民生活與社區商業,2,0,0,70000,7.0,35000,7605.6
2020,花蓮縣,花蓮市,民生里,233,1355.1,130.0,120.0,6.5,民生里常民生活與社區商業,254,14,90,378902000,37890.2,1491740,2120512.2
2020,花蓮縣,花蓮市,民立里,48,142.6,109.0,54.8,7.4,民立里常民生活與社區商業,64,3,44,685863140,68586.3,10716611,848069.1
2020,花蓮縣,花蓮市,民運里,142,263.7,116.8,64.2,8.2,民運里常民生活與社區商業,153,7,57,412410000,41241.0,2695490,1326892.8
2021,花蓮縣,花蓮市,主信里,75,168.3,112.5,58.3,7.5,主信里常民生活與社區商業,85,8,42,206083000,20608.3,2424505,864486.6
2021,花蓮縣,花蓮市,主力里,234,988.4,105.0,70.0,20.0,老牌名店相繼熄燈/遷址，一樓店面陸續轉為夾娃娃機與特賣會,249,21,135,493155000,49315.5,1980542,2673152.4
2021,花蓮縣,花蓮市,主勤里,108,223.6,115.2,61.6,7.9,主勤里常民生活與社區商業,114,15,52,87836000,8783.6,770491,1090226.9
2021,花蓮縣,花蓮市,主和里,141,320.8,118.0,64.9,7.5,主和里常民生活與社區商業,159,14,81,236497166,23649.7,1487403,1635619.8
2021,花蓮縣,花蓮市,主商里,116,433.2,105.0,70.0,20.0,老牌名店相繼熄燈/遷址，一樓店面陸續轉為夾娃娃機與特賣會,128,8,53,1119402000,111940.2,8745328,1238452.2
2021,花蓮縣,花蓮市,主學里,122,248.8,116.4,63.0,10.3,主學里常民生活與社區商業,137,10,57,176713000,17671.3,1289875,1247237.0
2021,花蓮縣,花蓮市,主安里,111,239.9,115.5,61.9,9.1,主安里常民生活與社區商業,123,7,58,278745000,27874.5,2266219,1214699.6
2021,花蓮縣,花蓮市,主工里,105,412.6,105.0,70.0,20.0,老牌名店相繼熄燈/遷址，一樓店面陸續轉為夾娃娃機與特賣會,116,9,53,256210888,25621.1,2208714,1123796.9
2021,花蓮縣,花蓮市,主權里,265,604.7,128.3,77.3,9.9,主權里常民生活與社區商業,301,27,153,419299599,41930.0,1393021,3089844.0
2021,花蓮縣,花蓮市,主睦里,95,186.3,114.1,60.3,7.9,主睦里常民生活與社區商業,104,8,41,153184000,15318.4,1472923,919954.7
2021,花蓮縣,花蓮市,主義里,33,70.8,109.0,54.1,7.1,主義里常民生活與社區商業,39,2,17,10851000,1085.1,278230,361568.1
2021,花蓮縣,花蓮市,主計里,77,154.9,112.6,58.5,7.5,主計里常民生活與社區商業,93,9,35,192894000,19289.4,2074129,806331.5
2021,花蓮縣,花蓮市,主農里,162,372.9,119.7,67.0,7.9,主農里常民生活與社區商業,181,10,95,277593900,27759.4,1533667,1897507.5
2021,花蓮縣,花蓮市,國光里,89,186.8,113.6,59.7,7.5,國光里常民生活與社區商業,94,1,44,78880000,7888.0,839148,913510.4
2021,花蓮縣,花蓮市,國威里,200,814.6,105.0,70.0,20.0,老牌名店相繼熄燈/遷址，一樓店面陸續轉為夾娃娃機與特賣會,219,18,108,505578001,50557.8,2308575,2222646.2
2021,花蓮縣,花蓮市,國安里,103,253.8,114.8,61.1,7.9,國安里常民生活與社區商業,120,4,68,237651000,23765.1,1980425,1325012.1
2021,花蓮縣,花蓮市,國富里,330,710.0,133.7,83.8,8.3,國富里常民生活與社區商業,357,19,171,428739800,42874.0,1200951,3528399.2
2021,花蓮縣,花蓮市,國強里,71,186.3,112.1,57.9,7.9,國強里常民生活與社區商業,78,3,52,199172000,19917.2,2553487,962333.8
2021,花蓮縣,花蓮市,國慶里,113,279.3,115.6,62.1,7.5,國慶里常民生活與社區商業,123,3,75,2584215645,258421.6,21009883,1611637.3
2021,花蓮縣,花蓮市,國治里,134,285.1,117.4,64.2,8.7,國治里常民生活與社區商業,155,14,68,118535400,11853.5,764744,1448482.8
2021,花蓮縣,花蓮市,國盛里,217,529.8,124.3,72.5,11.5,國盛里常民生活與社區商業,257,30,141,524448120,52444.8,2040654,2781055.8
2021,花蓮縣,花蓮市,國福里,40,102.1,109.5,54.8,7.5,國福里常民生活與社區商業,44,7,28,29407000,2940.7,668340,519552.6
2021,花蓮縣,花蓮市,國聯里,355,931.3,135.8,86.3,10.7,國聯里常民生活與社區商業,437,30,260,2260107840,226010.8,5171871,5091408.6
2021,花蓮縣,花蓮市,國興里,190,438.6,122.0,69.8,7.9,國興里常民生活與社區商業,208,18,112,279401800,27940.2,1343277,2212752.1
2021,花蓮縣,花蓮市,國華里,134,274.1,117.4,64.2,7.5,國華里常民生活與社區商業,146,20,63,197374606,19737.5,1351880,1358090.0
2021,花蓮縣,花蓮市,國裕里,305,772.9,131.6,81.3,8.7,國裕里常民生活與社區商業,355,27,211,1536326077,153632.6,4327679,4109406.1
2021,花蓮縣,花蓮市,國防里,48,110.2,110.2,55.6,7.1,國防里常民生活與社區商業,55,3,28,106862000,10686.2,1942945,567549.0
2021,花蓮縣,花蓮市,國風里,200,448.7,122.9,70.8,8.3,國風里常民生活與社區商業,227,13,112,323180320,32318.0,1423701,2288454.4
2021,花蓮縣,花蓮市,國魂里,149,348.7,118.6,65.7,8.3,國魂里常民生活與社區商業,164,16,90,939255600,93925.6,5727168,1823340.4
2021,花蓮縣,花蓮市,民主里,413,1486.0,134.0,125.0,6.5,民主里常民生活與社區商業,431,22,32,177928900,17792.9,412828,2052034.3
2021,花蓮縣,花蓮市,民享里,114,278.2,115.7,62.2,8.7,民享里常民生活與社區商業,121,10,74,270747000,27074.7,2237578,1406459.8
2021,花蓮縣,花蓮市,民勤里,124,270.6,116.5,63.2,7.9,民勤里常民生活與社區商業,135,11,66,254225001,25422.5,1883148,1358338.0
2021,花蓮縣,花蓮市,民孝里,118,304.2,116.0,62.6,7.5,民孝里常民生活與社區商業,176,13,84,650286499,65028.6,3694809,1770822.9
2021,花蓮縣,花蓮市,民德里,73,179.5,112.3,58.1,7.9,民德里常民生活與社區商業,80,10,48,233515726,23351.6,2918946,922681.3
2021,花蓮縣,花蓮市,民心里,164,546.8,119.9,67.2,7.5,民心里常民生活與社區商業,189,6,173,2614611200,261461.1,13833921,3089868.9
2021,花蓮縣,花蓮市,民意里,68,159.0,111.9,57.6,7.1,民意里常民生活與社區商業,75,11,41,352327999,35232.8,4697706,825686.2
2021,花蓮縣,花蓮市,民政里,126,312.3,116.7,63.4,7.1,民政里常民生活與社區商業,153,18,84,438330848,43833.1,2864907,1666466.5
2021,花蓮縣,花蓮市,民族里,104,980.0,175.0,155.0,5.0,持續主導花蓮夜經濟，五星市集與電子支付普及,111,8,51,555640350,55564.0,5005768,1103751.2
2021,花蓮縣,花蓮市,民有里,19,30.2,107.8,52.7,7.1,民有里常民生活與社區商業,20,6,5,2628000,262.8,131400,138710.2
2021,花蓮縣,花蓮市,民樂里,24,59.5,108.2,53.2,7.1,民樂里常民生活與社區商業,26,5,16,41156000,4115.6,1582923,302092.5
2021,花蓮縣,花蓮市,民權里,19,43.4,107.8,52.7,7.1,民權里常民生活與社區商業,19,0,11,28124000,2812.4,1480210,211949.9
2021,花蓮縣,花蓮市,民治里,2,20.0,106.4,51.0,7.1,民治里常民生活與社區商業,2,0,0,70000,7.0,35000,7605.6
2021,花蓮縣,花蓮市,民生里,245,1416.9,134.0,125.0,6.5,民生里常民生活與社區商業,266,12,93,380045880,38004.6,1428743,2203703.7
2021,花蓮縣,花蓮市,民立里,52,156.1,110.5,56.0,7.5,民立里常民生活與社區商業,69,5,47,686813140,68681.3,9953813,904645.1
2021,花蓮縣,花蓮市,民運里,158,309.4,119.4,66.6,8.3,民運里常民生活與社區商業,175,22,68,419159168,41915.9,2395195,1548532.7
2022,花蓮縣,花蓮市,主信里,75,176.1,113.7,59.1,7.6,主信里常民生活與社區商業,88,3,44,206483000,20648.3,2346397,900918.6
2022,花蓮縣,花蓮市,主力里,247,1163.8,115.0,85.0,22.5,老牌名店相繼熄燈/遷址，一樓店面陸續轉為夾娃娃機與特賣會,264,15,142,500435000,50043.5,1895587,2818234.8
2022,花蓮縣,花蓮市,主勤里,115,242.0,117.0,63.1,8.0,主勤里常民生活與社區商業,121,7,55,88391000,8839.1,730504,1154371.3
2022,花蓮縣,花蓮市,主和里,148,345.6,119.7,66.4,7.6,主和里常民生活與社區商業,168,9,86,237749166,23774.9,1415173,1732419.9
